cd_procedimento;nm_procedimento
40703037;Cintilografia da tireóide e/ou captação (tecnécio - 99m TC)
40703045;Cintilografia das paratireóides
40703053;Cintilografia de corpo inteiro para pesquisa de metástases (PCI)
40703061;Teste de estímulo com TSH recombinante
40703070;Teste de supressão da tireóide com T3
40703088;Teste do perclorato
40703096;Cintilografia de corpo inteiro com metaiodobenzilguandina - iodo-123
40703100;Cintilografia de corpo inteiro com MIBI marcada com tecnécio - 99m
40704017;Cintilografia renal dinâmica
40704025;Cintilografia renal dinâmica com diurético
40704033;Cintilografia renal estática (quantitativa ou qualitativa)
40704041;Cintilografia testicular (escrotal)
40704050;Cistocintilografia direta
40704068;Cistocintilografia indireta
40704076;Determinação da filtração glomerular
40704084;Determinação do fluxo plasmático renal
40704092;Renograma
40705013;Cintilografia do sistema retículo-endotelial (medula óssea)
40705021;Demonstração do sequestro de hemácias pelo baço
40705030;Determinação da sobrevida de hemácias
40705048;Determinação do volume eritrocitário
40705056;Determinação do volume plasmático
40705064;Teste de absorção de vitamina B12 com cobalto - 57 (teste de Schilling)
40706010;Cintilografia óssea (corpo total)
40706028;Fluxo sanguíneo ósseo
40707016;Cintilografia cerebral
40707032;Cintilografia de perfusão cerebral
40707040;Cisternocintilografia (inclui estudo do trânsito liquórico)
40707040;Cisternocintilografia (inclui estudo do trânsito liquórico)
40707059;Cisternocintilografia para pesquisa de fístula liquórica
40707067;Fluxo sanguíneo cerebral
40707075;Mielocintilografia
40707083;Ventrículo-cintilografia
40708012;Cintilografia com análogo de somatostatina
40708020;Cintilografia com gálio-67
40708039;Cintilografia com leucócitos marcados
40708047;Cintilografia com MIBG (metaiodobenzilguanidina)
40708063;Cintilografia de mama (bilateral)
40708071;Demarcação radioisotópica de lesões tumorais
40708080;Detecção intraoperatória radioguiada de lesões tumorais
40708098;Detecção intraoperatória radioguiada de linfonodo sentinela
40708101;Linfocintilografia
40708110;Quantificação da captação pulmonar com gálio-67
40708128;PET dedicado oncológico
40709019;Cintilografia para detecção de aspiração pulmonar
40709027;Cintilografia pulmonar (inalação)
40709035;Cintilografia pulmonar (perfusão)
40710017;Sessão médica para planejamento técnico de radioisotopoterapia
40710025;Tratamento com metaiodobenzilguanidina (MIBG)
40710033;Tratamento da policitemia vera
40710041;Tratamento de câncer da tireóide
40710050;Tratamento de hipertireoidismo-bócio nodular tóxico (Graves)
40710068;Tratamento de hipertireoidismo-bócio nodular tóxico (Plummer)
40710076;Tratamento de metástases ósseas (estrôncio-90)
40710084;Tratamento de metástases ósseas (samário-153)
40710092;Tratamento de tumores neuroendócrinos
40710106;Controle após terapia com lutécio
40711021;Imunocintilografia (anticorpos monoclonais)
40801012;RX - Crânio - 2 incidências
40801020;RX - Crânio - 3 incidências
40801039;RX - Crânio - 4 incidências
40801047;RX - Orelha, mastóides ou rochedos - bilateral
40801055;RX - Órbitas - bilateral
40801063;RX - Seios da face
40801071;RX - Sela túrcica
40801080;RX - Maxilar inferior
40801098;RX - Ossos da face
40801101;RX - Arcos zigomáticos ou malar ou apófises estilóides
40801110;RX - Articulação temporomandibular - bilateral
40801128;RX - Adenóides ou cavum
40801136;RX - Panorâmica de mandíbula (ortopantomografia)
40801160;RX - Arcada dentária (por arcada)
40801195;RX - Planigrafia linear de crânio ou sela túrcica ou face ou mastóide
40801209;RX - Incidência adicional de crânio ou face
40802019;RX - Coluna cervical - 3 incidências
40802027;RX - Coluna cervical - 5 incidências
40802035;RX - Coluna dorsal - 2 incidências
40802043;RX - Coluna dorsal - 4 incidências
40802051;RX - Coluna lombo-sacra - 3 incidências
40802060;RX - Coluna lombo-sacra - 5 incidências
40802078;RX - Sacro-coccix
40802086;RX - Coluna dorso-lombar para escoliose
40802094;RX - Coluna total para escoliose (telespondilografia)
40802108;RX - Planigrafia de coluna vertebral (dois planos)
40802116;RX - Incidência adicional de coluna
40802116;RX - Incidência adicional de coluna
40802116;RX - Incidência adicional de coluna
40803015;RX - Esterno
40803023;RX - Articulação esternoclavicular
40803031;RX - Costelas - por hemitórax
40803040;RX - Clavícula
40803058;RX - Omoplata ou escápula
40803066;RX - Articulação acromioclavicular
40803074;RX - Articulação escapuloumeral (ombro)
40803082;RX - Braço
40803090;RX - Cotovelo
40803104;RX - Antebraço
40803112;RX - Punho
40803120;RX - Mão ou quirodáctilo
40803139;RX - Mãos e punhos para idade óssea
40803147;RX - Incidência adicional de membro superior
40803147;RX - Incidência adicional de membro superior
40803155;RX - Escafóide
40804011;RX - Bacia
40804020;RX - Articulações sacroilíacas
40804038;RX - Articulação coxofemoral (quadril)
40804046;RX - Coxa
40804054;RX - Joelho
40804062;RX - Patela
40804070;RX - Perna
40804089;RX - Articulação tibiotársica (tornozelo)
40804097;RX - Pé ou pododáctilo
40804100;RX - Calcâneo
40804119;RX - Escanometria
40804127;RX - Panorâmica dos membros inferiores
40804135;RX - Incidência adicional de membro inferior
40804135;RX - Incidência adicional de membro inferior
40804135;RX - Incidência adicional de membro inferior
40805018;RX - Tórax - 1 incidência
40805026;RX - Tórax - 2 incidências
40805034;RX - Tórax - 3 incidências
40805042;RX - Tórax - 4 incidências
40805050;RX - Coração e vasos da base
40805069;RX - Planigrafia de tórax, mediastino ou laringe
40805077;RX - Laringe ou hipofaringe ou pescoço (partes moles)
40806014;RX - Deglutograma
40806022;RX - Videodeglutograma
40806030;RX - Esôfago
40806049;RX - Estômago e duodeno
40806057;RX - Esôfago - hiato - estômago e duodeno
40806065;RX - Trânsito e morfologia do delgado
40806073;RX - Estudo do delgado com duplo contraste
40806081;RX - Clister ou enema opaco (duplo contraste)
40806090;RX - Defecograma
40806103;RX - Colangiografia intra-operatória
40806111;RX - Colangiografia pós-operatória (pelo dreno)
40806120;RX - Colangiografia pré-operatória
40806189;RX - Trânsito colônico
40806200;RX - Videodefecograma
40807010;RX - Urografia venosa com bexiga pré e pós-miccional
40807029;RX - Pielografia ascendente
40807037;RX - Urografia venosa minutada 1-2-3
40807045;RX - Urografia venosa com nefrotomografia
40807053;RX - Uretrocistografia de adulto
40807061;RX - Uretrocistografia de criança (até 12 anos)
40807070;RX - Tomografia renal sem contraste
40807088;RX - Pênis
40807096;RX - Uretrocistografia retrógada
40808017;RX - Abdome simples
40808025;RX - Abdome agudo
40808033;Mamografia convencional bilateral
40808041;Mamografia digital bilateral
40808050;RX - Ampliação ou magnificação de lesão mamária
40808114;RX - Esqueleto (incidências básicas de: crânio, coluna, bacia e membros)
40808122;Densitometria óssea (um segmento)
40808130;Densitometria óssea - rotina: coluna e fêmur (ou dois segmentos)
40808149;Densitometria óssea - corpo inteiro (avaliação de massa óssea ou de composição corporal)
40808157;RX - Avaliação de fraturas vertebrais por DXA
40808165;Planigrafia de osso
40808190;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por estereotaxia (não inclui exame de imagem)
40808203;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por US (não inclui exame de imagem)
40808211;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por RM (não inclui exame de imagem)
40808220;Punção ou biópsia mamária percutânea por agulha fina orientada por estereotaxia (não inclui o exame de base)
40808220;Punção ou biópsia mamária percutânea por agulha fina orientada por estereotaxia (não inclui o exame de base)
40808238;Punção ou biópsia mamária percutânea por agulha fina orientada por US (não inclui o exame de base)
40808246;Punção ou biópsia mamária percutânea por agulha fina orientada por TC (não inclui o exame de base)
40808254;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem)
40808254;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem)
40808262;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por US (não inclui o exame de imagem)
40808270;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por RM (não inclui o exame de imagem)
40808289;Mamotomia por estereotaxia (não inclui o exame de imagem)
40808297;Mamotomia por US (não inclui o exame de imagem)
40809021;Sialografia (por glândula)
40809030;Histerossalpingografia
40809048;Artrografia ou pneumoartrografia
40809056;Fistulografia
40809064;Colangiografia transcutânea
40809072;Colangiopancreatografia retrógrada
40809080;Dacriocistografia
40809102;Drenagem percutânea orientada por RX (acrescentar o exame de base)
40809153;Punção biópsia/aspirativa de órgão ou estrutura orientada por RX (não inclui o exame de base)
40809153;Punção biópsia/aspirativa de órgão ou estrutura orientada por RX (não inclui o exame de base)
40809161;Punção biópsia/aspirativa de órgão ou estrutura orientada por US (não inclui o exame de base)
40809161;Punção biópsia/aspirativa de órgão ou estrutura orientada por US (não inclui o exame de base)
40809170;Punção biópsia/aspirativa de órgão ou estrutura orientada por TC (não inclui o exame de base)
40809170;Punção biópsia/aspirativa de órgão ou estrutura orientada por TC (não inclui o exame de base)
40809188;Punção biópsia/aspirativa de órgão ou estrutura orientada por RM (não inclui o exame de base)
40810011;Mielografia segmentar (por segmento)
40810011;Mielografia segmentar (por segmento)
40810020;Teste de oclusão de artéria carótida ou vertebral
40810046;Avaliação hemodinâmica por cateterismo (aferimento de pressão ou fluxo arterial ou venoso)
40811018;Radioscopia diagnóstica
40811026;Radioscopia para acompanhamento de procedimento cirúrgico (por hora ou fração)
40812022;Angiografia por punção
40812030;Angiografia por cateterismo não seletivo de grande vaso
40812030;Angiografia por cateterismo não seletivo de grande vaso
40812049;Angiografia por cateterismo seletivo de ramo primário - por vaso
40812049;Angiografia por cateterismo seletivo de ramo primário - por vaso
40812057;Angiografia por cateterismo superseletivo de ramo secundário ou distal - por vaso
40812057;Angiografia por cateterismo superseletivo de ramo secundário ou distal - por vaso
40812073;Angiografia pós-operatória de controle
40812081;Flebografia por punção venosa unilateral
40812090;Flebografia retrógrada por cateterismo - unilateral
40812103;Portografia trans-hepática
40812111;Esplenoportografia percutânea
40812120;Linfangioadenografia unilateral
40812138;Cavernosografia
40812146;Fármaco-cavernosografia (dinâmica)
40813053;Alcoolização percutânea de angioma
40813363;Coluna vertebral: infiltração foraminal ou facetária ou articular
40813410;Drenagem percutânea de coleção pleural
40813428;Drenagem percutânea de pneumotórax
40813436;Drenagem de abscesso pulmonar ou mediastinal
40813444;Drenagem mediastinal orientada por RX ou TC
40813452;Drenagem percutânea de coleção infectada abdominal
40813460;Drenagem percutânea de abscesso hepático ou pancreático
40813479;Drenagem percutânea de cisto hepático ou pancreático
40813487;Drenagem percutânea de via biliar
40813495;Drenagem percutânea de cisto renal
40813509;Drenagem percutânea de abscesso renal
40813517;Drenagem percutânea de coleção infectada profunda
40813525;Drenagem percutânea de abscesso retroperitoneal ou pélvico
40813533;Drenagem percutânea não especificada
40813860;Celostomia percutânea orientada por RX ou TC
40814092;Osteoplastia ou discectomia percutânea (vertebroplastia e outras)
40814114;Litotripsia mecânica de cálculos renais orientada por RX ou US
40814130;Sinusografia (abscessografia)
40814149;Paracentese orientada por RX ou US
40901017;US - Globo ocular - bilateral
40901025;US - Globo ocular com Doppler colorido - bilateral
40901033;US - Glândulas salivares (todas)
40901041;US - Torácico extracardíaco
40901050;Ecodopplercardiograma com contraste intracavitário
40901068;Ecodopplercardiograma com contraste para perfusão miocárdica - em repouso
40901076;Ecodopplercardiograma com estresse farmacológico
40901084;Ecodopplercardiograma fetal com mapeamento de fluxo em cores - por feto
40901092;Ecodopplercardiograma transesofágico (inclui transtorácico)
40901106;Ecodopplercardiograma transtorácico
40901114;US - Mamas
40901122;US - Abdome total (abdome superior, rins, bexiga, aorta, veia cava inferior e adrenais)
40901130;US - Abdome superior (fígado, vias biliares, vesícula, pâncreas e baço)
40901149;US - Retroperitônio (grandes vasos ou adrenais)
40901173;US - Abdome inferior masculino (bexiga, próstata e vesículas seminais)
40901181;US - Abdome inferior feminino (bexiga, útero, ovário e anexos)
40901190;US - Dermatológico - pele e subcutâneo
40901203;US - Órgãos superficiais (tireóide ou escroto ou pênis ou crânio)
40901211;US - Estruturas superficiais (cervical ou axilas ou músculo ou tendão)
40901220;US - Articular (por articulação)
40901238;US - Obstétrica
40901246;US - Obstétrica com Doppler colorido
40901254;US - Obstétrica com translucência nucal
40901262;US - Obstétrica morfológica
40901270;US - Obstétrica gestação múltipla: cada feto
40901289;US - Obstétrica gestação múltipla com Doppler colorido: cada feto
40901297;US - Obstétrica 1º trimestre (endovaginal)
40901300;US - Transvaginal (útero, ovário, anexos e vagina)
40901319;US - Transvaginal para controle de ovulação (3 ou mais exames)
40901335;US - Próstata transretal (não inclui abdome inferior masculino)
40901351;Doppler colorido transfontanela
40901360;Doppler colorido de vasos cervicais arteriais bilateral (carótidas e vertebrais)
40901378;Doppler colorido de vasos cervicais venosos bilateral (subclávias e jugulares)
40901386;Doppler colorido de órgão ou estrutura isolada
40901394;Doppler colorido de aorta e artérias renais
40901408;Doppler colorido de aorta e ilíacas
40901416;Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco)
40901424;Doppler colorido de hemangioma
40901432;Doppler colorido de veia cava superior ou inferior
40901440;Doppler colorido peniano com fármaco-indução
40901459;Doppler colorido arterial de membro superior - unilateral
40901459;Doppler colorido arterial de membro superior - unilateral
40901459;Doppler colorido arterial de membro superior - unilateral
40901467;Doppler colorido venoso de membro superior - unilateral
40901467;Doppler colorido venoso de membro superior - unilateral
40901467;Doppler colorido venoso de membro superior - unilateral
40901475;Doppler colorido arterial de membro inferior - unilateral
40901475;Doppler colorido arterial de membro inferior - unilateral
40901475;Doppler colorido arterial de membro inferior - unilateral
40901483;Doppler colorido venoso de membro inferior - unilateral
40901483;Doppler colorido venoso de membro inferior - unilateral
40901483;Doppler colorido venoso de membro inferior - unilateral
40901505;US - Obstétrica: perfil biofísico fetal
40901513;Doppler colorido de artérias penianas (sem fármaco indução)
40901521;Ultrassonografia biomicroscópica - monocular
40901530;Ultrassonografia diagnóstica - monocular
40901530;Ultrassonografia diagnóstica - monocular
40901548;Doppler convencional órgão/estrutura isolada
40901556;Ecocardiografia fetal gestação múltipla
40901572;Ultrassom com doppler abdôme total e pelve feminino
40901572;Ultrassom com doppler abdôme total e pelve feminino
40901602;Doppler transcraniano
40901610;US - Crânio para criança
40901629;US - Ecodopplercardiograma com análise do sincronismo cardíaco
40901637;US - Ecocardiograma com Doppler convencional - artérias
40901637;US - Ecocardiograma com Doppler convencional - artérias
40901645;US - Ecocardiograma com Doppler convencional - carótidas
40901653;US - Ecocardiograma com Doppler tecidual para ressincronização
40901661;US - Ecodoppler de carótidas
40901696;US - Ecodopplercardiograma com estresse físico
40901700;Ecodopplercardiograma sob estresse físico ou farmacológico com contraste
40901718;Ecodopplercardiograma para ajuste de marca-passo
40901734;US - Peça cirúgica
40901742;US - Transretal Radial
40901750;US - Próstata (via abdominal)
40901769;US - Aparelho urinário (rins, ureteres e bexiga)
40901769;US - Aparelho urinário (rins, ureteres e bexiga)
40901769;US - Aparelho urinário (rins, ureteres e bexiga)
40902013;US - Obstétrica: com amniocentese
40902021;US - Obstétrica 1º trimestre com punção: biópsia ou aspirativa
40902072;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) (1ª hora)
40902080;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) - por hora suplementar
40902110;Drenagem percutânea orientada por US (acrescentar o exame de base)
40902129;Redução de invaginação intestinal por enema, orientada por US (acrescentar o exame de base)
40902137;Monitorização por Doppler transcraniano
41001010;TC - Crânio ou sela túrcica ou órbitas
41001028;TC - Mastóides ou orelhas
41001036;TC - Face ou seios da face
41001044;TC - Articulações temporomandibulares
41001052;TC - Dental (dentascan)
41001060;TC - Pescoço (partes moles, laringe, tireóide, faringe e glândulas salivares)
41001079;TC - Tórax
41001095;TC - Abdome total (abdome superior, pelve e retroperitônio)
41001109;TC - Abdome superior
41001117;TC - Pelve ou bacia
41001125;TC - Coluna cervical ou dorsal ou lombo-sacra (até 3 segmentos)
41001133;TC - Coluna - segmento adicional
41001141;TC - Articulação (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíacas ou coxofemoral ou joelho ou tornozelo) - unilateral
41001150;TC - Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) - unilateral
41001176;Angiotomografia de aorta torácica
41001184;Angiotomografia de aorta abdominal
41001222;TC para PET dedicado oncológico
41001230;TC - Angiotomografia coronariana
41001273;TC - Mandíbula
41001281;TC - Maxilar
41001338;TC - Radiocirurgia esterotáxica
41001370;Angiotomografia arterial de crânio
41001389;Angiotomografia venosa de crânio
41001397;Angiotomografia arterial de pescoço
41001400;Angiotomografia venosa de pescoço
41001419;Angiotomografia arterial de tórax
41001427;Angiotomografia venosa de tórax
41001435;Angiotomografia arterial de abdome superior
41001443;Angiotomografia venosa de abdome superior
41001451;Angiotomografia arterial de pelve
41001460;Angiotomografia venosa de pelve
41001478;Angiotomografia arterial de membro inferior
41001516;Angiotomografia arterial pulmonar
41001524;Angiotomografia venosa pulmonar
41001532;TC para planejamento oncológico
41001532;TC para planejamento oncológico
41002016;Tomomielografia (até 3 segmentos) - acrescentar a TC da coluna e incluir a punção
41002032;Drenagem percutânea orientada por TC (acrescentar o exame de base)
41002040;TC - Punção para introdução de contraste (acrescentar o exame de base)
41002059;Artro-TC
41101014;RM - Crânio (encéfalo)
41101022;RM - Sela túrcica (hipófise)
41101030;RM - Base do crânio
41101057;Perfusão cerebral por RM
41101065;Espectroscopia por RM
41101073;RM - Órbita bilateral
41101081;RM - Ossos temporais bilateral
41101090;RM - Face (inclui seios da face)
41101103;RM - Articulação temporomandibular (bilateral)
41101111;RM - Pescoço (nasofaringe, orofaringe, laringe, traquéia, tireóide, paratireóide)
41101120;RM - Tórax (mediastino, pulmão, parede torácica)
41101138;RM - Coração - morfológico e funcional
41101146;RM - Coração - morfológico e funcional + perfusão + estresse
41101154;RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica
41101170;RM - Abdome superior (fígado, pâncreas, baço, rins, supra-renais, retroperitônio)
41101189;RM - Pelve (não inclui articulações coxofemorais)
41101197;RM - Fetal
41101200;RM - Pênis
41101219;RM - Bolsa escrotal
41101227;RM - Coluna cervical ou dorsal ou lombar
41101235;RM - Fluxo liquórico (como complementar)
41101243;RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar)
41101251;RM - Membro superior unilateral (não inclui mão e articulações)
41101260;RM - Mão (não inclui punho)
41101278;RM - Bacia (articulações sacroilíacas)
41101286;RM - Coxa (unilateral)
41101294;RM - Perna (unilateral)
41101308;RM - Pé (antepé) - não inclui tornozelo
41101316;RM - Articular (por articulação)
41101332;Angio-RM de aorta torácica
41101340;Angio-RM de aorta abdominal
41101359;Hidro-RM (colângio-RM ou uro-RM ou mielo-RM ou sialo-RM ou cistografia por RM)
41101472;RM - Planejamento
41101480;RM - Mama (bilateral)
41101499;Angio-RM arterial pulmonar
41101502;Angio-RM venosa pulmonar
41101510;Angio-RM arterial de abdome superior
41101529;Angio-RM venosa de abdome superior
41101537;Angio-RM arterial de crânio
41101545;Angio-RM venosa de crânio
41101553;Angio-RM arterial de membro inferior (unilateral)
41101596;Angio-RM arterial de pelve
41101600;Angio-RM venosa de pelve
41101618;Angio-RM arterial de pescoço
41101626;Angio-RM venosa de pescoço
41101669;RM para planejamento oncológico
41101669;RM para planejamento oncológico
41102010;Artro-RM (incluir a punção articular) - por articulação
41203011;Betaterapia (placa de estrôncio) - por campo
41203011;Betaterapia (placa de estrôncio) - por campo
41203011;Betaterapia (placa de estrôncio) - por campo
41203020;Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento
41203038;Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento
41203046;Radiocirurgia (RTC) - nível 3, três lesões e/ou de mais de quatro isocentros - por tratamento
41203054;Radioterapia com Modulação da Intensidade do Feixe (IMRT) - por tratamento
41203062;Radioterapia Conformada Tridimensional (RCT-3D) com Acelerador Linear - por tratamento
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo
41203100;Radioterapia de Corpo Inteiro - por tratamento
41203119;Radioterapia de Meio Corpo (HBI) - por dia de tratamento
41203127;Radioterapia de Pele Total (TSI) - por tratamento
41203135;Radioterapia Estereotática - 1º dia de tratamento
41203143;Radioterapia Estereotática - por dia subsequente
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo
41203208;Sangues e derivados (por unidade)
41204018;Colimação individual - 1 por incidência planejada
41204026;Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte
41204034;Planejamento de tratamento computadorizado - 1 por volume tratado
41204042;Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado
41204050;Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado
41204069;Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado
41204077;Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado
41204085;Simulação de tratamento simples (sem tomografia computadorizada) - 1 por volume tratado
41204093;Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento
41204107;Sistemas de imobilização - tórax, abdome ou pélvis - 1 por tratamento
41205014;Braquiterapia endoluminal de alta taxa de dose (BATD) - por inserção
41205022;Braquiterapia endoluminal de baixa taxa de dose (BBTD) - por inserção
41205030;Braquiterapia intersticial de alta taxa de dose (BATD) - por inserção
41205073;Braquiterapia intracavitária de alta taxa de dose (BATD) - por inserção
41205120;Braquiterapia por moldagem ou contato, de alta taxa de dose (BATD) - por inserção
41206010;Filme de verificação (cheque-filme) de braquiterapia - 2 por inserção - filme à parte
41206037;Colocação ou retirada dos cateteres - 1 colocação e 1 retirada por inserção
41206045;Planejamento computadorizado de braquiterapia - 1 por inserção
41206053;Planejamento computadorizado tridimensional de braquiterapia - 1 por inserção
41206061;Planejamento não-computadorizado de braquiterapia - 1 por inserção
41206070;Simulação de braquiterapia - 1 por inserção
41301013;Angiofluoresceinografia - monocular
41301021;Angiografia com indocianina verde - monocular
41301030;Avaliação órbito-palpebral-exoftalmometria - binocular
41301048;Bioimpedanciometria (ambulatorial) exame
41301056;Biópsia do vilo corial
41301064;Calorimetria indireta (ambulatorial) exame
41301072;Campimetria manual - monocular
41301080;Ceratoscopia computadorizada - monocular
41301099;Coleta de material cérvico-vaginal
41301102;Colposcopia (cérvice uterina e vagina)
41301110;Cordocentese
41301129;Curva tensional diária - binocular
41301137;Dermatoscopia (por lesão)
41301145;Ereção fármaco-induzida
41301153;Estéreo-foto de papila - monocular
41301161;Estesiometria (por membro)
41301170;Avaliação de vias lacrimais (Teste de Schirmer) - monocular
41301188;Exame a fresco do conteúdo vaginal e cervical
41301200;Exame de motilidade ocular (teste ortóptico) - binocular
41301218;Exame micológico - cultura e identificação de colônia
41301226;Exame micológico direto (por local)
41301226;Exame micológico direto (por local)
41301234;Fotodermatoscopia (por lesão)
41301242;Gonioscopia - binocular
41301250;Mapeamento de retina (oftalmoscopia indireta) - monocular
41301250;Mapeamento de retina (oftalmoscopia indireta) - monocular
41301269;Microscopia especular de córnea - monocular
41301277;Oftalmodinamometria - monocular
41301285;Peniscopia (inclui bolsa escrotal)
41301307;Potencial de acuidade visual - monocular
41301315;Retinografia (só honorário) monocular
41301323;Tonometria - binocular
41301331;Tricograma
41301340;Urodinâmica completa
41301358;Urofluxometria
41301366;Visão subnormal - monocular
41301374;Vulvoscopia (vulva e períneo)
41301382;Capilaroscopia periungueal
41301390;Coleta de raspado dérmico em lesões e sítios específicos para baciloscopia (por sítio)
41301420;Biomicroscopia de fundo
41301439;Fundoscopia sob medríases - binocular
41301447;Glare (BAT) - binocular
41301463;Triagem auditiva neonatal/infantil
41301463;Triagem auditiva neonatal/infantil
41301471;Teste do reflexo vermelho em recém nato (teste do olhinho)
41301498;Exame neuro oftalmlógico
41301536;Colposcopia anal
41301544;Colposcopia por vídeo
41301552;Vulvoscopia por vídeo
41401018;Avaliação da função muscular (por movimento) com equipamento informatizado (isocinético)
41401026;Avaliação da função muscular (por movimento) com equipamento mecânico (dinamometria/módulos de cargas)
41401042;Prova de auto-rotação cefálica
41401042;Prova de auto-rotação cefálica
41401069;Provas imuno-alérgicas para bactérias (por antígeno)
41401077;Provas imuno-alérgicas para fungos (por antígeno)
41401085;Teste da histamina (duas áreas testadas)
41401107;Teste de broncoprovocação
41401131;Teste de equilíbrio peritoneal (PET)
41401166;Teste de exercício em ergômetro com realização de gasometria arterial
41401174;Teste de exercício em ergômetro com monitorização da frequência cardíaca
41401182;Teste de exercício em ergômetro com monitorização do eletrocardiograma
41401190;Teste de exercício em ergômetro com medida de gases expirados (teste cardiopulmonar de exercício) com qualquer ergômetro
41401204;Teste de exercício em ergômetro com medida de gases expirados e eletrocardiograma
41401212;Teste de glicerol (com audiometria tonal limiar pré e pós)
41401220;Teste de glicerol (com eletrococleografia pré e pós)
41401239;Teste de Hilger para paralisia facial
41401247;Teste de Huhner
41401255;Teste de Mitsuda
41401263;Teste de prótese auditiva
41401271;Teste de sensibilidade de contraste ou de cores - monocular
41401298;Teste para broncoespasmo de exercício
41401301;Teste provocativo para glaucoma - binocular
41401360;Testes cutâneo-alérgicos para alérgenos da poeira
41401379;Testes cutâneo-alérgicos para alimentos
41401387;Testes cutâneo-alérgicos para fungos
41401395;Testes cutâneo-alérgicos para insetos hematófagos
41401409;Testes cutâneo-alérgicos para pólens
41401425;Testes de contato - até 30 substâncias
41401433;Testes de contato - por substância, acima de 30
41401441;Testes de contato por fotossensibilização - até 30 substâncias
41401450;Testes de contato por fotossensibilização - por substância, acima de 30
41401468;Testes do desenvolvimento (escala de Denver e outras)
41401476;Testes vestibulares, com prova calórica, com eletronistagmografia
41401484;Testes vestibulares, com prova calórica, sem eletronistagmografia
41401492;Testes vestibulares, com vecto-eletronistagmografia
41401514;Oximetria não invasiva
41401522;Teste cutâneo-alérgicos para látex
41401530;Teste cutâneo-alérgicos Epitelis de Animais
41401557;Repertorização
41401581;Teste de Heald
41401646;Testes cutâneos de contato (patch tests)
41401751;Teste de contato bateria cosméticos
41401760;Teste de contato bateria regional
41401778;Teste de contato bateria capilar
41401786;Teste de contato bateria unhas
41401794;Teste de contato bateria medicamentos/corticoides
41401808;Teste de contato bateria agentes ocupacionais
41501012;Biometria ultrassônica - monocular
41501020;Cavernosometria
41501047;Dopplermetria dos cordões espermáticos
41501063;Investigação ultrassônica com registro gráfico (qualquer área)
41501071;Investigação ultrassônica com teste de stress e com registro gráfico
41501080;Investigação ultrassônica com teste de stress e sem registro gráfico
41501098;Investigação ultrassônica com teste de stress em esteira e com registro gráfico
