"cd_procedimento";"ano_realizacao";"cd_modalidade";"nm_modalidade";"n_procedimento";"custo_procedimento"
"30301050";"2021";25;Medicina De Grupo;687.84;140440.97
"30301050";"2021";28;Seguradora Especializada Em Saúde;705;133461.11
"30301068";"2021";24;Autogestão;87;38745.22
"30301068";"2021";22;Cooperativa Médica;388;72407.65
"30301068";"2021";27;Filantropia;2;240.44
"30301068";"2021";25;Medicina De Grupo;182;38817.75
"30301068";"2021";28;Seguradora Especializada Em Saúde;80;17813.74
"30301076";"2021";24;Autogestão;5;1552.74
"30301076";"2021";25;Medicina De Grupo;4;681.78
"30301076";"2021";28;Seguradora Especializada Em Saúde;6;2243.62
"30301084";"2021";24;Autogestão;1273;349403.16
"30301084";"2021";22;Cooperativa Médica;5625.8;1608698.52
"30301084";"2021";27;Filantropia;64.5;30838.87
"30301084";"2021";25;Medicina De Grupo;1656.1;551937.23
"30301084";"2021";28;Seguradora Especializada Em Saúde;1280;509512.97
"30301114";"2021";24;Autogestão;10;1576.55
"30301114";"2021";22;Cooperativa Médica;31;6900.5
"30301114";"2021";25;Medicina De Grupo;15.84;3637.98
"30301114";"2021";28;Seguradora Especializada Em Saúde;9;1589.1
"30301122";"2021";24;Autogestão;1273;45667.17
"30301122";"2021";22;Cooperativa Médica;7054;298098.88
"30301122";"2021";27;Filantropia;127;5783.39
"30301122";"2021";25;Medicina De Grupo;665.7;27013.77
"30301122";"2021";28;Seguradora Especializada Em Saúde;930;47115.46
"30301130";"2021";24;Autogestão;270;32888.61
"30301130";"2021";22;Cooperativa Médica;1210;192773.68
"30301130";"2021";27;Filantropia;48;6226.83
"30301130";"2021";25;Medicina De Grupo;417;29046.42
"30301130";"2021";28;Seguradora Especializada Em Saúde;127;24076.67
"30301149";"2021";24;Autogestão;2;1298.8
"30301149";"2021";22;Cooperativa Médica;26;7907.66
"30301149";"2021";25;Medicina De Grupo;4;537.24
"30301149";"2021";28;Seguradora Especializada Em Saúde;9;1228.97
"30301157";"2021";24;Autogestão;179;42218.24
"30301157";"2021";22;Cooperativa Médica;279;59608.25
"30301157";"2021";27;Filantropia;4;1273.61
"30301157";"2021";25;Medicina De Grupo;124.87;277056.47
"30301157";"2021";28;Seguradora Especializada Em Saúde;237;126071.31
"30301190";"2021";24;Autogestão;4430;830728.26
"30301190";"2021";22;Cooperativa Médica;18331.7;3699217.47
"30301190";"2021";27;Filantropia;379.9;70431.25
"30301190";"2021";25;Medicina De Grupo;5839.7;1262212.8
"30301190";"2021";28;Seguradora Especializada Em Saúde;7176;1295407.6
"30301203";"2021";24;Autogestão;63;16815
"30301203";"2021";22;Cooperativa Médica;172;54162.05
"30301203";"2021";25;Medicina De Grupo;21.84;10179.01
"30301203";"2021";28;Seguradora Especializada Em Saúde;59;18431.31
"30301238";"2021";24;Autogestão;224;24596.8
"30301238";"2021";22;Cooperativa Médica;750;120827.01
"30301238";"2021";27;Filantropia;14;1393.77
"30301238";"2021";25;Medicina De Grupo;421;62422.37
"30301238";"2021";28;Seguradora Especializada Em Saúde;422;47113.11
"30301246";"2021";24;Autogestão;31;5372.85
"30301246";"2021";22;Cooperativa Médica;169;31688.45
"30301246";"2021";27;Filantropia;6;1745.14
"30301246";"2021";25;Medicina De Grupo;77;15328.96
"30301246";"2021";28;Seguradora Especializada Em Saúde;38;11588.63
"30301254";"2021";22;Cooperativa Médica;1;407.86
"30301254";"2021";27;Filantropia;0;0
"30301254";"2021";25;Medicina De Grupo;0;0
"30301254";"2021";28;Seguradora Especializada Em Saúde;8;898.57
"30301262";"2021";24;Autogestão;309;58436.4
"30301262";"2021";22;Cooperativa Médica;704;175421.15
"30301262";"2021";27;Filantropia;24;4054.46
"30301262";"2021";25;Medicina De Grupo;316.24;65052.92
"30301262";"2021";28;Seguradora Especializada Em Saúde;178;52954.52
"30303028";"2021";24;Autogestão;29;1327.51
"30303028";"2021";22;Cooperativa Médica;100;5543.39
"30303028";"2021";27;Filantropia;5;178.79
"30303028";"2021";25;Medicina De Grupo;57;8311.96
"30303028";"2021";28;Seguradora Especializada Em Saúde;27;2683.64
"30303044";"2021";24;Autogestão;286;16938.07
"30303044";"2021";22;Cooperativa Médica;533;14744.36
"30303044";"2021";27;Filantropia;249;4904.51
"30303044";"2021";25;Medicina De Grupo;323.5;38856.48
"30303044";"2021";28;Seguradora Especializada Em Saúde;508;21217.36
"30303052";"2021";24;Autogestão;109;19317.71
"30303052";"2021";22;Cooperativa Médica;676;190798.73
"30303052";"2021";27;Filantropia;26;4351.2
"30303052";"2021";25;Medicina De Grupo;246;70749.35
"30303052";"2021";28;Seguradora Especializada Em Saúde;128;24820.95
"30303060";"2021";24;Autogestão;4207;609759.34
"30303060";"2021";22;Cooperativa Médica;15005;1976947.01
"30303060";"2021";27;Filantropia;684.5;142855.72
"30303060";"2021";25;Medicina De Grupo;10710;2024087.64
"30303060";"2021";28;Seguradora Especializada Em Saúde;5586;963181.96
"30303087";"2021";24;Autogestão;138;12557.59
"30303087";"2021";22;Cooperativa Médica;331;37019.39
"30303087";"2021";27;Filantropia;24;3013.34
"30303087";"2021";25;Medicina De Grupo;409;63863.37
"30303087";"2021";28;Seguradora Especializada Em Saúde;272;33408.5
"30304016";"2021";24;Autogestão;11;461.66
"30304016";"2021";22;Cooperativa Médica;77;4183.79
"30304016";"2021";25;Medicina De Grupo;45;4448.42
"30304016";"2021";28;Seguradora Especializada Em Saúde;26;2245.76
"30304032";"2021";24;Autogestão;3725;184988
"30304032";"2021";22;Cooperativa Médica;34837.5;1679462.91
"30304032";"2021";27;Filantropia;927;41705.56
"30304032";"2021";25;Medicina De Grupo;8875;351875.96
"30304032";"2021";28;Seguradora Especializada Em Saúde;4518;295024.39
"30304040";"2021";24;Autogestão;98;44684.1
"30304040";"2021";22;Cooperativa Médica;285;125059.08
"30304040";"2021";27;Filantropia;6;12900
"30304040";"2021";25;Medicina De Grupo;241;279010.65
"30304040";"2021";28;Seguradora Especializada Em Saúde;151;67765.53
"30304059";"2021";24;Autogestão;72;11739.69
"30304059";"2021";22;Cooperativa Médica;262;42984.91
"30304059";"2021";27;Filantropia;6;1068.56
"30304059";"2021";25;Medicina De Grupo;261.5;36343.61
"30304059";"2021";28;Seguradora Especializada Em Saúde;638;180105.11
"30304083";"2021";24;Autogestão;317;359974.27
"30304083";"2021";22;Cooperativa Médica;2957;2509374.24
"30304083";"2021";27;Filantropia;121;269615.4
"30304083";"2021";25;Medicina De Grupo;1113;1971730.43
"30304083";"2021";28;Seguradora Especializada Em Saúde;692;604774.3
"30304091";"2021";24;Autogestão;758;730416.69
"30304091";"2021";22;Cooperativa Médica;5361;3147480.23
"30304091";"2021";27;Filantropia;200;239909.5
"30304091";"2021";25;Medicina De Grupo;1983.11;1513248.18
"30304091";"2021";28;Seguradora Especializada Em Saúde;2020;1805281.33
"30304105";"2021";24;Autogestão;2458.5;2626712.3
"30304105";"2021";22;Cooperativa Médica;19366.5;15953600.77
"30304105";"2021";27;Filantropia;275;321119.88
"30304105";"2021";25;Medicina De Grupo;4405.3;3854966.48
"30304105";"2021";28;Seguradora Especializada Em Saúde;6265;5656642.3
"30304156";"2021";24;Autogestão;336;329293.56
"30304156";"2021";22;Cooperativa Médica;2522;2556588.65
"30304156";"2021";27;Filantropia;45;119496.79
"30304156";"2021";25;Medicina De Grupo;1401;2020155.23
"30304156";"2021";28;Seguradora Especializada Em Saúde;823;885632.42
"30305012";"2021";24;Autogestão;195;20659.39
"30305012";"2021";22;Cooperativa Médica;641;67920.3
"30305012";"2021";27;Filantropia;4;733.91
"30305012";"2021";25;Medicina De Grupo;515;226361.18
"30305012";"2021";28;Seguradora Especializada Em Saúde;152;19339.05
"30306019";"2021";24;Autogestão;27983;6307884.97
"30306019";"2021";22;Cooperativa Médica;71569;19984044.2
"30306019";"2021";27;Filantropia;3430;929103.08
"30306019";"2021";25;Medicina De Grupo;34381;7311069.86
"30306019";"2021";28;Seguradora Especializada Em Saúde;12688;4727095.18
"30306027";"2021";24;Autogestão;65319;50383289.46
"30306027";"2021";22;Cooperativa Médica;255291;188775431.3
"30306027";"2021";27;Filantropia;9305.3;8038481.94
"30306027";"2021";25;Medicina De Grupo;72058.35;67894982.96
"30306027";"2021";28;Seguradora Especializada Em Saúde;50255;39672332.65
"30306035";"2021";24;Autogestão;185;202255.21
"30306035";"2021";22;Cooperativa Médica;272;146809.55
"30306035";"2021";27;Filantropia;283;144170.49
"30306035";"2021";25;Medicina De Grupo;2968;1873805.4
"30306035";"2021";28;Seguradora Especializada Em Saúde;443;270041.96
"30306043";"2021";24;Autogestão;119;279284.9
"30306043";"2021";22;Cooperativa Médica;1035;500601.19
"30306043";"2021";27;Filantropia;26;9349.06
"30306043";"2021";25;Medicina De Grupo;612;215906.98
"30306043";"2021";28;Seguradora Especializada Em Saúde;84;186127.35
"30306060";"2021";24;Autogestão;572;165431.2
"30306060";"2021";22;Cooperativa Médica;1784;627423.54
"30306060";"2021";27;Filantropia;53;24353.16
"30306060";"2021";25;Medicina De Grupo;498.5;234851.19
"30306060";"2021";28;Seguradora Especializada Em Saúde;396;147925.05
"30306078";"2021";24;Autogestão;38;8265.67
"30306078";"2021";22;Cooperativa Médica;505;136000.68
"30306078";"2021";27;Filantropia;0;0
"30306078";"2021";25;Medicina De Grupo;8;1489.64
"30306078";"2021";28;Seguradora Especializada Em Saúde;20;12191.51
"30307082";"2021";24;Autogestão;407;116303.87
"30307082";"2021";22;Cooperativa Médica;1804;576501.55
"30307082";"2021";27;Filantropia;26;15269.19
"30307082";"2021";25;Medicina De Grupo;668.5;414162.93
"30307082";"2021";28;Seguradora Especializada Em Saúde;373;130195.72
"30307139";"2021";24;Autogestão;210;129280.28
"30307139";"2021";22;Cooperativa Médica;723;259299.02
"30307139";"2021";27;Filantropia;120;313547.8
"30307139";"2021";25;Medicina De Grupo;382;536681.57
"30307139";"2021";28;Seguradora Especializada Em Saúde;133;125947.79
"30307147";"2021";24;Autogestão;44101;25867601.79
"30307147";"2021";22;Cooperativa Médica;129969.4;59030920.12
"30307147";"2021";27;Filantropia;4248;5232889.93
"30307147";"2021";25;Medicina De Grupo;33993.58;40590888.7
"30307147";"2021";28;Seguradora Especializada Em Saúde;8634;5842094.26
"30308011";"2021";25;Medicina De Grupo;3;558.92
"30308011";"2021";28;Seguradora Especializada Em Saúde;5;445.77
"30310016";"2021";24;Autogestão;2;354.06
"30310016";"2021";22;Cooperativa Médica;0;0
"30310016";"2021";25;Medicina De Grupo;2;263.36
"30310016";"2021";28;Seguradora Especializada Em Saúde;0;0
"30310024";"2021";24;Autogestão;119;22220.03
"30310024";"2021";22;Cooperativa Médica;400;74009.25
"30310024";"2021";27;Filantropia;7;6251.71
"30310024";"2021";25;Medicina De Grupo;139;66477.2
"30310024";"2021";28;Seguradora Especializada Em Saúde;121;18284.11
"30310067";"2021";24;Autogestão;910;238303.87
"30310067";"2021";22;Cooperativa Médica;2286;701495.39
"30310067";"2021";27;Filantropia;231;44093.04
"30310067";"2021";25;Medicina De Grupo;1661.5;315915.24
"30310067";"2021";28;Seguradora Especializada Em Saúde;741;455060.14
"30310075";"2021";24;Autogestão;158;72141.33
"30310075";"2021";22;Cooperativa Médica;368;232446.34
"30310075";"2021";27;Filantropia;17;13643.13
"30310075";"2021";25;Medicina De Grupo;190;160690.76
"30310075";"2021";28;Seguradora Especializada Em Saúde;95;53155.27
"30310083";"2021";24;Autogestão;3616;732908.38
"30310083";"2021";22;Cooperativa Médica;10462;2669335.96
"30310083";"2021";27;Filantropia;409;75627.76
"30310083";"2021";25;Medicina De Grupo;10293.6;1621335.17
"30310083";"2021";28;Seguradora Especializada Em Saúde;3638;920674.39
"30310105";"2021";24;Autogestão;30;3173.59
"30310105";"2021";22;Cooperativa Médica;198;40301.2
"30310105";"2021";27;Filantropia;6;1130.44
"30310105";"2021";25;Medicina De Grupo;43;11719.66
"30310105";"2021";28;Seguradora Especializada Em Saúde;16;4474.25
"30310113";"2021";24;Autogestão;33;4745.74
"30310113";"2021";22;Cooperativa Médica;19;5749.55
"30310113";"2021";25;Medicina De Grupo;2;349.85
"30310113";"2021";28;Seguradora Especializada Em Saúde;0;0
"30311012";"2021";24;Autogestão;0;0
"30311012";"2021";22;Cooperativa Médica;17;9467.19
"30311012";"2021";27;Filantropia;1;95
"30311012";"2021";25;Medicina De Grupo;13;18945.89
"30311012";"2021";28;Seguradora Especializada Em Saúde;7;6023.46
"30311055";"2021";24;Autogestão;246;41308.64
"30311055";"2021";22;Cooperativa Médica;411;75637.03
"30311055";"2021";27;Filantropia;28;13495.07
"30311055";"2021";25;Medicina De Grupo;117.7;60440.37
"30311055";"2021";28;Seguradora Especializada Em Saúde;149;32151.7
"30312043";"2021";24;Autogestão;14881.5;3223532.77
"30312043";"2021";22;Cooperativa Médica;44397.9;11883340.57
"30312043";"2021";27;Filantropia;2445;460095.5
"30312043";"2021";25;Medicina De Grupo;33461.9;7194104.17
"30312043";"2021";28;Seguradora Especializada Em Saúde;16851;4578560.64
"30312124";"2021";24;Autogestão;2;1938.88
"30312124";"2021";22;Cooperativa Médica;48;60356.78
"30312124";"2021";25;Medicina De Grupo;26;30628.84
"30312132";"2021";24;Autogestão;1964;1473947.9
"30312132";"2021";22;Cooperativa Médica;5677;3296016.38
"30312132";"2021";27;Filantropia;70;188180.6
"30312132";"2021";25;Medicina De Grupo;880;2611429.1
"30312132";"2021";28;Seguradora Especializada Em Saúde;395;448179.62
"30312159";"2021";22;Cooperativa Médica;18;9510.38
"30312159";"2021";27;Filantropia;0;0
"30312159";"2021";25;Medicina De Grupo;5;3963.35
"30312159";"2021";28;Seguradora Especializada Em Saúde;7;1805.35
"30313040";"2021";24;Autogestão;250;14544.39
"30313040";"2021";22;Cooperativa Médica;472;22286.17
"30313040";"2021";27;Filantropia;3;83
"30313040";"2021";25;Medicina De Grupo;208;18574.51
"30313040";"2021";28;Seguradora Especializada Em Saúde;243;23611.99
"30313066";"2021";24;Autogestão;1279;82576.56
"30313066";"2021";22;Cooperativa Médica;5046.2;457537.94
"30313066";"2021";27;Filantropia;125.5;13698.93
"30313066";"2021";25;Medicina De Grupo;1175.8;88173.74
"30313066";"2021";28;Seguradora Especializada Em Saúde;1029;99773.73
"30401011";"2021";24;Autogestão;6;392.99
"30401011";"2021";22;Cooperativa Médica;20;1128.06
"30401011";"2021";27;Filantropia;0;0
"30401011";"2021";25;Medicina De Grupo;4;372.82
"30401011";"2021";28;Seguradora Especializada Em Saúde;9;1400.34
"30401038";"2021";24;Autogestão;20;3572.27
"30401038";"2021";22;Cooperativa Médica;135;23282.66
"30401038";"2021";27;Filantropia;4;508.53
"30401038";"2021";25;Medicina De Grupo;81;15435.78
"30401038";"2021";28;Seguradora Especializada Em Saúde;23;14037.91
"30401046";"2021";24;Autogestão;11;7424.4
"30401046";"2021";22;Cooperativa Médica;52;28509.14
"30401046";"2021";27;Filantropia;6;1867.05
"30401046";"2021";25;Medicina De Grupo;11;7755.16
"30401046";"2021";28;Seguradora Especializada Em Saúde;0;0
"30401054";"2021";24;Autogestão;123;28133.7
"30401054";"2021";22;Cooperativa Médica;1060;269389.12
"30401054";"2021";27;Filantropia;17;3335.24
"30401054";"2021";25;Medicina De Grupo;257;62928.79
"30401054";"2021";28;Seguradora Especializada Em Saúde;479;158635.32
"30401100";"2021";24;Autogestão;4;955.94
"30401100";"2021";22;Cooperativa Médica;46;12454.75
"30401100";"2021";25;Medicina De Grupo;25;5409.38
"30401100";"2021";28;Seguradora Especializada Em Saúde;1;268.36
"30402018";"2021";24;Autogestão;15399;589648.7
"30402018";"2021";22;Cooperativa Médica;76969;2943468.79
"30402018";"2021";27;Filantropia;1025;29461.67
"30402018";"2021";25;Medicina De Grupo;9825;288924.32
"30402018";"2021";28;Seguradora Especializada Em Saúde;15091;560227.68
"30402026";"2021";24;Autogestão;2377;282697.02
"30402026";"2021";22;Cooperativa Médica;76;9414.67
"30402026";"2021";27;Filantropia;3;386.85
"30402026";"2021";25;Medicina De Grupo;141;8120.36
"30402026";"2021";28;Seguradora Especializada Em Saúde;55;12368.95
"30402034";"2021";24;Autogestão;9;2918.41
"30402034";"2021";22;Cooperativa Médica;118;45809.84
"30402034";"2021";27;Filantropia;6;1450.03
"30402034";"2021";25;Medicina De Grupo;63;16062.33
"30402034";"2021";28;Seguradora Especializada Em Saúde;47;11838.87
"30402042";"2021";24;Autogestão;15921;1979543.11
"30402042";"2021";22;Cooperativa Médica;55393.7;7436757.59
"30402042";"2021";27;Filantropia;649.3;59811.87
"30402042";"2021";25;Medicina De Grupo;14491;1167818.64
"30402042";"2021";28;Seguradora Especializada Em Saúde;24756;3347685.76
"30402050";"2021";24;Autogestão;62;7102.1
"30402050";"2021";22;Cooperativa Médica;449;73835.08
"30402050";"2021";27;Filantropia;15;2521.71
"30402050";"2021";25;Medicina De Grupo;72.7;16771.83
"30402050";"2021";28;Seguradora Especializada Em Saúde;17;3609.06
"30402077";"2021";24;Autogestão;980;55728.86
"30402077";"2021";22;Cooperativa Médica;3573;250995.77
"30402077";"2021";27;Filantropia;66;2641.18
"30402077";"2021";25;Medicina De Grupo;754;41998.39
"30402077";"2021";28;Seguradora Especializada Em Saúde;991;81508.28
"30402093";"2021";24;Autogestão;8;1756.3
"30402093";"2021";22;Cooperativa Médica;87;18162.56
"30402093";"2021";27;Filantropia;17;2094.51
"30402093";"2021";25;Medicina De Grupo;20;2976.46
"30402093";"2021";28;Seguradora Especializada Em Saúde;7;1264.86
"30403014";"2021";24;Autogestão;68;1901.17
"30403014";"2021";22;Cooperativa Médica;742;24144.51
"30403014";"2021";27;Filantropia;12;264.73
"30403014";"2021";25;Medicina De Grupo;27;704.36
"30403014";"2021";28;Seguradora Especializada Em Saúde;76;2145.87
"30403103";"2021";24;Autogestão;398;26602.73
"30403103";"2021";22;Cooperativa Médica;1059;58052.74
"30403103";"2021";27;Filantropia;1;41
"30403103";"2021";25;Medicina De Grupo;212;13470.68
"30403103";"2021";28;Seguradora Especializada Em Saúde;298;34864.6
"30403162";"2021";24;Autogestão;1004;31820.61
"30403162";"2021";22;Cooperativa Médica;44;11916.38
"30403162";"2021";25;Medicina De Grupo;9.5;18508.88
"30403162";"2021";28;Seguradora Especializada Em Saúde;10;1528.79
"30501016";"2021";24;Autogestão;80;11563.02
"30501016";"2021";22;Cooperativa Médica;478;78445.53
"30501016";"2021";27;Filantropia;12;1365.45
"30501016";"2021";25;Medicina De Grupo;91;10659.84
"30501016";"2021";28;Seguradora Especializada Em Saúde;71;11262.43
"30501024";"2021";24;Autogestão;5;1690.58
"30501024";"2021";22;Cooperativa Médica;29;8136.02
"30501024";"2021";25;Medicina De Grupo;12.42;17960.9
"30501059";"2021";24;Autogestão;51;3068.49
"30501059";"2021";22;Cooperativa Médica;209;17446.55
"30501059";"2021";27;Filantropia;10;566.61
"30501059";"2021";25;Medicina De Grupo;158;11945.27
"30501059";"2021";28;Seguradora Especializada Em Saúde;47;6480.07
"30501067";"2021";24;Autogestão;2638;327230.01
"30501067";"2021";22;Cooperativa Médica;8704;1085172.64
"30501067";"2021";27;Filantropia;299;38233.15
"30501067";"2021";25;Medicina De Grupo;2286.77;257074.54
"30501067";"2021";28;Seguradora Especializada Em Saúde;5944;787270.22
"30501075";"2021";24;Autogestão;263;18882.34
"30501075";"2021";22;Cooperativa Médica;2447;131693.44
"30501075";"2021";27;Filantropia;7;149.4
"30501075";"2021";25;Medicina De Grupo;1025;29156.43
"30501075";"2021";28;Seguradora Especializada Em Saúde;693;41474.06
"30501083";"2021";24;Autogestão;1236;93982.38
"30501083";"2021";22;Cooperativa Médica;6279;561080.51
"30501083";"2021";27;Filantropia;92;4530.76
"30501083";"2021";25;Medicina De Grupo;932;71390.7
"30501083";"2021";28;Seguradora Especializada Em Saúde;2371;209986.09
"30501091";"2021";24;Autogestão;17;3240.34
"30501091";"2021";22;Cooperativa Médica;147;26570.19
"30501091";"2021";25;Medicina De Grupo;32.83;7636.95
"30501091";"2021";28;Seguradora Especializada Em Saúde;13;4825.36
"30501113";"2021";24;Autogestão;3706;251857.77
"30501113";"2021";22;Cooperativa Médica;21079.7;1710452.29
"30501113";"2021";27;Filantropia;520;25810.52
"30501113";"2021";25;Medicina De Grupo;4311.5;309793.75
"30501113";"2021";28;Seguradora Especializada Em Saúde;5833;463152.72
"30501121";"2021";24;Autogestão;16;9332.13
"30501121";"2021";22;Cooperativa Médica;100;45389.71
"30501121";"2021";27;Filantropia;5;2505.98
"30501121";"2021";25;Medicina De Grupo;55;77348.46
"30501121";"2021";28;Seguradora Especializada Em Saúde;10;9315.51
"30501130";"2021";24;Autogestão;42;12377.46
"30501130";"2021";22;Cooperativa Médica;105;53093.94
"30501130";"2021";27;Filantropia;55;34580.24
"30501130";"2021";25;Medicina De Grupo;41.4;63136.45
"30501130";"2021";28;Seguradora Especializada Em Saúde;18;15588.15
"30501156";"2021";24;Autogestão;81;16989.95
"30501156";"2021";22;Cooperativa Médica;395;102840.1
"30501156";"2021";27;Filantropia;22;4080.62
"30501156";"2021";25;Medicina De Grupo;298;66042.94
"30501156";"2021";28;Seguradora Especializada Em Saúde;257;126979.93
"30501164";"2021";24;Autogestão;1050;128946.62
"30501164";"2021";22;Cooperativa Médica;3278;486428.75
"30501164";"2021";27;Filantropia;83;6602.7
"30501164";"2021";25;Medicina De Grupo;917;133825.82
"30501164";"2021";28;Seguradora Especializada Em Saúde;2377;353952.6
"30501172";"2021";24;Autogestão;30;11496.74
"30501172";"2021";22;Cooperativa Médica;23;8413.35
"30501172";"2021";27;Filantropia;3;996.51
"30501172";"2021";25;Medicina De Grupo;7;2686.91
"30501172";"2021";28;Seguradora Especializada Em Saúde;5;2448.81
"30501199";"2021";24;Autogestão;5;1053.26
"30501199";"2021";22;Cooperativa Médica;48;15204.08
"30501199";"2021";27;Filantropia;5;929.35
"30501199";"2021";25;Medicina De Grupo;18;13250.41
"30501199";"2021";28;Seguradora Especializada Em Saúde;7;2152.28
"30501237";"2021";24;Autogestão;12;3577.68
"30501237";"2021";22;Cooperativa Médica;248;81475.47
"30501237";"2021";27;Filantropia;5;945.43
"30501237";"2021";25;Medicina De Grupo;44;16233.97
"30501237";"2021";28;Seguradora Especializada Em Saúde;34;18025.62
"30501288";"2021";24;Autogestão;46;11644.75
"30501288";"2021";22;Cooperativa Médica;233;30510.51
"30501288";"2021";27;Filantropia;5;1011.52
"30501288";"2021";25;Medicina De Grupo;123.7;115748.53
"30501288";"2021";28;Seguradora Especializada Em Saúde;112;48874.01
"30501377";"2021";24;Autogestão;62;4445.27
"30501377";"2021";22;Cooperativa Médica;784;72240.31
"30501377";"2021";27;Filantropia;53;5611.26
"30501377";"2021";25;Medicina De Grupo;233.5;23191.02
"30501377";"2021";28;Seguradora Especializada Em Saúde;40;4995.72
"30501440";"2021";24;Autogestão;12;3848.39
"30501440";"2021";22;Cooperativa Médica;73;21620.84
"30501440";"2021";27;Filantropia;8;1705.66
"30501440";"2021";25;Medicina De Grupo;9.5;5409.65
"30501440";"2021";28;Seguradora Especializada Em Saúde;7;4287.1
"30501474";"2021";24;Autogestão;1;821.75
"30501474";"2021";22;Cooperativa Médica;49;11806.19
"30501474";"2021";27;Filantropia;0;0
"30501474";"2021";25;Medicina De Grupo;10;3776.36
"30501474";"2021";28;Seguradora Especializada Em Saúde;2;711.04
"30501482";"2021";24;Autogestão;71;32205.69
"30501482";"2021";22;Cooperativa Médica;99;69636.7
"30501482";"2021";27;Filantropia;31;28266.44
"30501482";"2021";25;Medicina De Grupo;52.43;96425.72
"30501482";"2021";28;Seguradora Especializada Em Saúde;12;11413.25
"30501547";"2021";24;Autogestão;2;258.96
"30501547";"2021";22;Cooperativa Médica;29;2943.51
"30501547";"2021";27;Filantropia;0;0
"30501547";"2021";25;Medicina De Grupo;3;195
"30501547";"2021";28;Seguradora Especializada Em Saúde;7;1301.82
"30502160";"2021";24;Autogestão;14;6546.78
"30502160";"2021";22;Cooperativa Médica;44;10408.61
"30502160";"2021";27;Filantropia;0;0
"30502160";"2021";25;Medicina De Grupo;13;1775.81
"30502160";"2021";28;Seguradora Especializada Em Saúde;7;1740.8
"30502179";"2021";24;Autogestão;261;27808.95
"30502179";"2021";22;Cooperativa Médica;48;6532.71
"30502179";"2021";27;Filantropia;0;0
"30502179";"2021";25;Medicina De Grupo;794;91201.58
"30502179";"2021";28;Seguradora Especializada Em Saúde;1906;240942.63
"30502195";"2021";24;Autogestão;3;1621.22
"30502195";"2021";22;Cooperativa Médica;10;2387.21
"30502195";"2021";27;Filantropia;0;0
"30502195";"2021";25;Medicina De Grupo;8;1249.1
"30502195";"2021";28;Seguradora Especializada Em Saúde;3;685.01
"30601223";"2021";22;Cooperativa Médica;6;1243.89
"30601223";"2021";25;Medicina De Grupo;6;696.32
"30601223";"2021";28;Seguradora Especializada Em Saúde;0;0
"30601231";"2021";24;Autogestão;368;27337.94
"30601231";"2021";22;Cooperativa Médica;1595;148761.77
"30601231";"2021";27;Filantropia;15;934.12
"30601231";"2021";25;Medicina De Grupo;123;8727.7
"30601231";"2021";28;Seguradora Especializada Em Saúde;262;21569.68
"30601266";"2021";24;Autogestão;1;93.6
"30601266";"2021";22;Cooperativa Médica;8;638.27
"30601266";"2021";27;Filantropia;1;46.8
"30601266";"2021";25;Medicina De Grupo;10;1181.97
"30601266";"2021";28;Seguradora Especializada Em Saúde;7;1327.58
"30601304";"2021";24;Autogestão;425;21683.97
"30601304";"2021";22;Cooperativa Médica;2074;109673.44
"30601304";"2021";27;Filantropia;36;2763.6
"30601304";"2021";25;Medicina De Grupo;285;19485.55
"30601304";"2021";28;Seguradora Especializada Em Saúde;422;36978.69
"30601312";"2021";24;Autogestão;2;150.81
"30601312";"2021";22;Cooperativa Médica;18;2209.94
"30601312";"2021";27;Filantropia;0;0
"30602017";"2021";24;Autogestão;66;24157.63
"30602017";"2021";22;Cooperativa Médica;277;48071.87
"30602017";"2021";27;Filantropia;29;10164.22
"30602017";"2021";25;Medicina De Grupo;137;23410.18
"30602017";"2021";28;Seguradora Especializada Em Saúde;184;84108.15
"30602025";"2021";24;Autogestão;34;1392.48
"30602025";"2021";22;Cooperativa Médica;379.7;5532.88
"30602025";"2021";27;Filantropia;7;90.46
"30602025";"2021";25;Medicina De Grupo;161;3388.12
"30602025";"2021";28;Seguradora Especializada Em Saúde;101;6090.11
"30602050";"2021";24;Autogestão;496;16326.89
"30602050";"2021";22;Cooperativa Médica;988;141746.46
"30602050";"2021";27;Filantropia;47;6271.58
"30602050";"2021";25;Medicina De Grupo;436.5;46514.92
"30602050";"2021";28;Seguradora Especializada Em Saúde;170;36048.71
"30602068";"2021";24;Autogestão;309;18802.52
"30602068";"2021";22;Cooperativa Médica;2503;84768.02
"30602068";"2021";27;Filantropia;52;2275.09
"30602068";"2021";25;Medicina De Grupo;490.1;38256.68
"30602068";"2021";28;Seguradora Especializada Em Saúde;347;14061.62
"30602181";"2021";24;Autogestão;450;71395.75
"30602181";"2021";22;Cooperativa Médica;3717;469247.71
"30602181";"2021";27;Filantropia;389;31252.12
"30602181";"2021";25;Medicina De Grupo;22918;3856315.78
"30602181";"2021";28;Seguradora Especializada Em Saúde;764;114187.08
"30602335";"2021";24;Autogestão;34;9006.65
"30602335";"2021";22;Cooperativa Médica;193;30186.93
"30602335";"2021";25;Medicina De Grupo;35;11343.83
"30602335";"2021";28;Seguradora Especializada Em Saúde;66;22057.57
"30710014";"2021";24;Autogestão;478;62222.35
"30710014";"2021";22;Cooperativa Médica;4055;576340.09
"30710014";"2021";27;Filantropia;183.08;16475.59
"30710014";"2021";25;Medicina De Grupo;996;109014.07
"30710014";"2021";28;Seguradora Especializada Em Saúde;517;85120.56
